index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
919,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),nan,130,0.428,4.875197323201151,0.0,0.0,0.0,0.0,1.0,2.0963162237493487,0.8370008221191463
920,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Facebook,71,0.157,4.276666119016055,1.0,0.0,0.0,0.0,0.0,0.9470943997126987,-0.13938735994313478
921,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Instagram,149,0.33,5.0106352940962555,0.0,1.0,0.0,0.0,0.0,2.4664046077611514,0.4839157968715318
922,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Snapchat,11,0.024,2.4849066497880004,0.0,0.0,1.0,0.0,0.0,-0.22160576032457258,-0.6185741799220403
923,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,Twitter,42,0.093,3.7612001156935624,0.0,0.0,0.0,1.0,0.0,0.3822226556946843,-0.36997349888035247
924,What social platform has influenced your online shopping most?,Custom,your parents make? Upper-middle class (~$160K,nan,178,0.395,5.187385805840755,0.0,0.0,0.0,0.0,1.0,3.031276351779166,0.7181048442296435
925,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Facebook,41,0.121,3.7376696182833684,1.0,0.0,0.0,0.0,0.0,0.36274431969406307,-0.26909206309531974
926,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Instagram,111,0.326,4.718498871295094,0.0,1.0,0.0,0.0,0.0,1.7262278397375461,0.4695041631879557
927,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Snapchat,12,0.035,2.5649493574615367,0.0,0.0,1.0,0.0,0.0,-0.2021274243239514,-0.578942187292206
928,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),Twitter,32,0.094,3.4965075614664802,0.0,0.0,0.0,1.0,0.0,0.18743929568847237,-0.36637059045945847
929,What social platform has influenced your online shopping most?,Custom,your parents make? Middle / lower-middle class (~$90K),nan,144,0.424,4.976733742420574,0.0,0.0,0.0,0.0,1.0,2.3690129277580456,0.8225891884355702
930,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Facebook,15,0.112,2.772588722239781,1.0,0.0,0.0,0.0,0.0,-0.14369241632208782,-0.301518238883366
931,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Instagram,45,0.336,3.828641396489095,0.0,1.0,0.0,0.0,0.0,0.44065766369654785,0.505533247396896
932,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Snapchat,7,0.052,2.0794415416798357,0.0,0.0,1.0,0.0,0.0,-0.29951910432705736,-0.5176927441370076
933,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,Twitter,10,0.075,2.3978952727983707,0.0,0.0,0.0,1.0,0.0,-0.24108409632519376,-0.43482585045644495
934,What social platform has influenced your online shopping most?,Custom,your parents make? Poor (< ~$50K) 😁,nan,57,0.425,4.060443010546419,0.0,0.0,0.0,0.0,1.0,0.674397695704002,0.8261920968564642
935,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Facebook,40,0.183,3.713572066704308,1.0,0.0,0.0,0.0,0.0,0.3432659836934419,-0.04571174099989012
936,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Instagram,47,0.215,3.871201010907891,0.0,1.0,0.0,0.0,0.0,0.4796143356977902,0.06958132846871873
937,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Snapchat,8,0.037,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,-0.28004076832643615,-0.5717363704504179
938,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,Twitter,14,0.064,2.70805020110221,0.0,0.0,0.0,1.0,0.0,-0.16317075232270903,-0.47445784308627925
939,What social platform has influenced your online shopping most?,Custom,What's your major? ME/EE/other engineer,nan,110,0.502,4.709530201312334,0.0,0.0,0.0,0.0,1.0,1.706749503736925,1.1036160452653043
940,What social platform has influenced your online shopping most?,Custom,or private school? No school,Facebook,4,0.125,1.6094379124341003,1.0,0.0,0.0,0.0,0.0,-0.3579541123289209,-0.2546804294117436
941,What social platform has influenced your online shopping most?,Custom,or private school? No school,Instagram,10,0.313,2.3978952727983707,0.0,1.0,0.0,0.0,0.0,-0.24108409632519376,0.4226663537163333
942,What social platform has influenced your online shopping most?,Custom,or private school? No school,Snapchat,1,0.031,0.6931471805599453,0.0,0.0,1.0,0.0,0.0,-0.41638912033078446,-0.5933538209757822
943,What social platform has influenced your online shopping most?,Custom,or private school? No school,Twitter,1,0.031,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,-0.5933538209757822
944,What social platform has influenced your online shopping most?,Custom,or private school? No school,nan,16,0.5,2.833213344056216,0.0,0.0,0.0,0.0,1.0,-0.12421408032146664,1.0964102284235162
945,What social platform has influenced your online shopping most?,Custom,or private school? Public,Facebook,117,0.153,4.770684624465665,1.0,0.0,0.0,0.0,0.0,1.8430978557412734,-0.1537989936267109
946,What social platform has influenced your online shopping most?,Custom,or private school? Public,Instagram,250,0.326,5.5254529391317835,0.0,1.0,0.0,0.0,0.0,4.433716543823891,0.4695041631879557
947,What social platform has influenced your online shopping most?,Custom,or private school? Public,Snapchat,27,0.035,3.332204510175204,0.0,0.0,1.0,0.0,0.0,0.09004761568536643,-0.578942187292206
948,What social platform has influenced your online shopping most?,Custom,or private school? Public,Twitter,69,0.09,4.248495242049359,0.0,0.0,0.0,1.0,0.0,0.9081377277114563,-0.3807822241430346
949,What social platform has influenced your online shopping most?,Custom,or private school? Public,nan,304,0.396,5.720311776607412,0.0,0.0,0.0,0.0,1.0,5.485546687857436,0.7217077526505375
950,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Facebook,87,0.175,4.477336814478207,1.0,0.0,0.0,0.0,0.0,1.2587477757226377,-0.07453500836704235
951,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Instagram,159,0.321,5.075173815233827,0.0,1.0,0.0,0.0,0.0,2.661187967767363,0.45148962108348556
952,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Snapchat,19,0.038,2.995732273553991,0.0,0.0,1.0,0.0,0.0,-0.06577907231960307,-0.5681334620295239
953,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,Twitter,50,0.101,3.9318256327243257,0.0,0.0,0.0,1.0,0.0,0.5380493436996537,-0.34115023151320023
954,What social platform has influenced your online shopping most?,Custom,you vote for? Donald Trump,nan,181,0.365,5.204006687076795,0.0,0.0,0.0,0.0,1.0,3.0897113597810293,0.6100175916028227
955,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Facebook,197,0.236,5.288267030694535,1.0,0.0,0.0,0.0,0.0,3.401364735790968,0.14524240530749324
956,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Instagram,285,0.342,5.655991810819852,0.0,1.0,0.0,0.0,0.0,5.115458303845633,0.5271506979222602
957,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Snapchat,22,0.026,3.1354942159291497,0.0,0.0,1.0,0.0,0.0,-0.007344064317739508,-0.6113683630802522
958,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,Twitter,38,0.046,3.6635616461296463,0.0,0.0,0.0,1.0,0.0,0.3043093116921995,-0.5393101946623717
959,What social platform has influenced your online shopping most?,Custom,you vote for? Hillary Clinton,nan,291,0.349,5.676753802268282,0.0,0.0,0.0,0.0,1.0,5.232328319849361,0.5523710568685182
960,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Facebook,39,0.245,3.6888794541139363,1.0,0.0,0.0,0.0,0.0,0.3237876476928207,0.1776685810955395
961,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Instagram,35,0.22,3.58351893845611,0.0,1.0,0.0,0.0,0.0,0.24587430369033594,0.08759587057318886
962,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Snapchat,10,0.063,2.3978952727983707,0.0,0.0,1.0,0.0,0.0,-0.24108409632519376,-0.47806075150717325
963,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,Twitter,11,0.069,2.4849066497880004,0.0,0.0,0.0,1.0,0.0,-0.22160576032457258,-0.4564433009818091
964,What social platform has influenced your online shopping most?,Custom,What's your major? Business/Econ/Finance,nan,64,0.403,4.174387269895637,0.0,0.0,0.0,0.0,1.0,0.8107460477083503,0.7469281115967957
965,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Facebook,39,0.245,3.6888794541139363,1.0,0.0,0.0,0.0,0.0,0.3237876476928207,0.1776685810955395
966,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Instagram,58,0.365,4.07753744390572,0.0,1.0,0.0,0.0,0.0,0.6938760317046232,0.6100175916028227
967,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Snapchat,6,0.038,1.9459101490553132,0.0,0.0,1.0,0.0,0.0,-0.3189974403276785,-0.5681334620295239
968,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,Twitter,5,0.031,1.791759469228055,0.0,0.0,0.0,1.0,0.0,-0.3384757763282997,-0.5933538209757822
969,What social platform has influenced your online shopping most?,Custom,What's your major? Pre-med,nan,51,0.321,3.9512437185814275,0.0,0.0,0.0,0.0,1.0,0.557527679700275,0.45148962108348556
970,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Facebook,51,0.266,3.9512437185814275,1.0,0.0,0.0,0.0,0.0,0.557527679700275,0.2533296579343141
971,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Instagram,61,0.318,4.127134385045092,0.0,1.0,0.0,0.0,0.0,0.7523110397064868,0.44068089582080344
972,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Snapchat,7,0.036,2.0794415416798357,0.0,0.0,1.0,0.0,0.0,-0.29951910432705736,-0.575339278871312
973,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,Twitter,4,0.021,1.6094379124341003,0.0,0.0,0.0,1.0,0.0,-0.3579541123289209,-0.6293829051847224
974,What social platform has influenced your online shopping most?,Custom,closely identify as? Asian,nan,69,0.359,4.248495242049359,0.0,0.0,0.0,0.0,1.0,0.9081377277114563,0.5884001410774584
975,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Facebook,172,0.229,5.153291594497779,1.0,0.0,0.0,0.0,0.0,2.9144063357754386,0.12002204636123513
976,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Instagram,231,0.308,5.44673737166631,0.0,1.0,0.0,0.0,0.0,4.0636281598120885,0.40465181161186314
977,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Snapchat,21,0.028,3.091042453358316,0.0,0.0,1.0,0.0,0.0,-0.026822400318360695,-0.6041625462384642
978,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,Twitter,35,0.047,3.58351893845611,0.0,0.0,0.0,1.0,0.0,0.24587430369033594,-0.5357072862414777
979,What social platform has influenced your online shopping most?,Custom,Are you? None/Other,nan,292,0.389,5.680172609017068,0.0,0.0,0.0,0.0,1.0,5.251806655849982,0.6964873937042794
980,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Facebook,68,0.291,4.23410650459726,1.0,0.0,0.0,0.0,0.0,0.8886593917108351,0.34340236845666466
981,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Instagram,68,0.291,4.23410650459726,0.0,1.0,0.0,0.0,0.0,0.8886593917108351,0.34340236845666466
982,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Snapchat,9,0.038,2.302585092994046,0.0,0.0,1.0,0.0,0.0,-0.26056243232581494,-0.5681334620295239
983,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,Twitter,6,0.026,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,-0.3189974403276785,-0.6113683630802522
984,What social platform has influenced your online shopping most?,Custom,Are you? Jewish,nan,83,0.355,4.430816798843313,0.0,0.0,0.0,0.0,1.0,1.180834431720153,0.5739885073938823
985,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
986,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
987,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
988,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
989,What social platform has influenced your online shopping most?,Custom,Are you a? SVB team member,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
990,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Facebook,1,1.0,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
991,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
992,What social platform has influenced your online shopping most?,Custom,Are you a? Student Trekker,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
