index,Question,Segment Type,Segment Description,Answer,Count,Percentage,Count_log,Facebook,Instagram,Snapchat,Twitter,nan,Count_standardized,Percentage_standardized
759,What social platform has influenced your online shopping most?,University,Stephen F. Austin State University,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
760,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
761,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
762,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
763,What social platform has influenced your online shopping most?,University,Loyola University Maryland,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
764,What social platform has influenced your online shopping most?,University,Loyola University Maryland,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
765,What social platform has influenced your online shopping most?,University,Michigan Technological University,Facebook,1,1.0,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
766,What social platform has influenced your online shopping most?,University,Michigan Technological University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
767,What social platform has influenced your online shopping most?,University,Michigan Technological University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
768,What social platform has influenced your online shopping most?,University,Michigan Technological University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
769,What social platform has influenced your online shopping most?,University,Michigan Technological University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
770,What social platform has influenced your online shopping most?,University,Texas State University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
771,What social platform has influenced your online shopping most?,University,Texas State University,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
772,What social platform has influenced your online shopping most?,University,Texas State University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
773,What social platform has influenced your online shopping most?,University,Texas State University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
774,What social platform has influenced your online shopping most?,University,Texas State University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
775,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
776,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Instagram,1,0.333,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,0.4947245221342139
777,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
778,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
779,What social platform has influenced your online shopping most?,University,University of Tennessee at Chattanooga,nan,2,0.667,1.0986122886681098,0.0,0.0,0.0,0.0,1.0,-0.3969107843301633,1.6980959347128188
780,What social platform has influenced your online shopping most?,University,Seton Hall University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
781,What social platform has influenced your online shopping most?,University,Seton Hall University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
782,What social platform has influenced your online shopping most?,University,Seton Hall University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
783,What social platform has influenced your online shopping most?,University,Seton Hall University,Twitter,1,0.5,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,1.0964102284235162
784,What social platform has influenced your online shopping most?,University,Seton Hall University,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
785,What social platform has influenced your online shopping most?,University,Roger Williams University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
786,What social platform has influenced your online shopping most?,University,Roger Williams University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
787,What social platform has influenced your online shopping most?,University,Roger Williams University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
788,What social platform has influenced your online shopping most?,University,Roger Williams University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
789,What social platform has influenced your online shopping most?,University,Roger Williams University,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
790,What social platform has influenced your online shopping most?,University,Elon University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
791,What social platform has influenced your online shopping most?,University,Elon University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
792,What social platform has influenced your online shopping most?,University,Elon University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
793,What social platform has influenced your online shopping most?,University,Elon University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
794,What social platform has influenced your online shopping most?,University,Elon University,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
795,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
796,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
797,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
798,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,Twitter,1,1.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,2.8978644388705295
799,What social platform has influenced your online shopping most?,University,Emily Carr University of Art and Design,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
800,What social platform has influenced your online shopping most?,University,United States Military Academy,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
801,What social platform has influenced your online shopping most?,University,United States Military Academy,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
802,What social platform has influenced your online shopping most?,University,United States Military Academy,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
803,What social platform has influenced your online shopping most?,University,United States Military Academy,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
804,What social platform has influenced your online shopping most?,University,United States Military Academy,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
805,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
806,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Instagram,1,0.5,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
807,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
808,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
809,What social platform has influenced your online shopping most?,University,Indiana University of Pennsylvania,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
810,What social platform has influenced your online shopping most?,University,University of Tampa,Facebook,1,1.0,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
811,What social platform has influenced your online shopping most?,University,University of Tampa,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
812,What social platform has influenced your online shopping most?,University,University of Tampa,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
813,What social platform has influenced your online shopping most?,University,University of Tampa,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
814,What social platform has influenced your online shopping most?,University,University of Tampa,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
815,What social platform has influenced your online shopping most?,University,Essex Technical High School,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
816,What social platform has influenced your online shopping most?,University,Essex Technical High School,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
817,What social platform has influenced your online shopping most?,University,Essex Technical High School,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
818,What social platform has influenced your online shopping most?,University,Essex Technical High School,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
819,What social platform has influenced your online shopping most?,University,Essex Technical High School,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
820,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
821,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Instagram,1,0.5,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
822,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
823,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
824,What social platform has influenced your online shopping most?,University,University of North Carolina at Greensboro,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
825,What social platform has influenced your online shopping most?,University,Pinnacle High School,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
826,What social platform has influenced your online shopping most?,University,Pinnacle High School,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
827,What social platform has influenced your online shopping most?,University,Pinnacle High School,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
828,What social platform has influenced your online shopping most?,University,Pinnacle High School,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
829,What social platform has influenced your online shopping most?,University,Pinnacle High School,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
830,What social platform has influenced your online shopping most?,University,Baltimore City College,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
831,What social platform has influenced your online shopping most?,University,Baltimore City College,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
832,What social platform has influenced your online shopping most?,University,Baltimore City College,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
833,What social platform has influenced your online shopping most?,University,Baltimore City College,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
834,What social platform has influenced your online shopping most?,University,Baltimore City College,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
835,What social platform has influenced your online shopping most?,University,New York University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
836,What social platform has influenced your online shopping most?,University,New York University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
837,What social platform has influenced your online shopping most?,University,New York University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
838,What social platform has influenced your online shopping most?,University,New York University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
839,What social platform has influenced your online shopping most?,University,New York University,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
840,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
841,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
842,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
843,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
844,What social platform has influenced your online shopping most?,University,Indiana University-Purdue University Indianapolis,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
845,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
846,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Instagram,1,0.5,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
847,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
848,What social platform has influenced your online shopping most?,University,Loyola Marymount University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
849,What social platform has influenced your online shopping most?,University,Loyola Marymount University,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
850,What social platform has influenced your online shopping most?,University,University of Dayton,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
851,What social platform has influenced your online shopping most?,University,University of Dayton,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
852,What social platform has influenced your online shopping most?,University,University of Dayton,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
853,What social platform has influenced your online shopping most?,University,University of Dayton,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
854,What social platform has influenced your online shopping most?,University,University of Dayton,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
855,What social platform has influenced your online shopping most?,University,UMass Amherst,Facebook,1,0.5,0.6931471805599453,1.0,0.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
856,What social platform has influenced your online shopping most?,University,UMass Amherst,Instagram,1,0.5,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,1.0964102284235162
857,What social platform has influenced your online shopping most?,University,UMass Amherst,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
858,What social platform has influenced your online shopping most?,University,UMass Amherst,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
859,What social platform has influenced your online shopping most?,University,UMass Amherst,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
860,What social platform has influenced your online shopping most?,University,Brock University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
861,What social platform has influenced your online shopping most?,University,Brock University,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
862,What social platform has influenced your online shopping most?,University,Brock University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
863,What social platform has influenced your online shopping most?,University,Brock University,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
864,What social platform has influenced your online shopping most?,University,Brock University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
865,What social platform has influenced your online shopping most?,University,Kutztown University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
866,What social platform has influenced your online shopping most?,University,Kutztown University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
867,What social platform has influenced your online shopping most?,University,Kutztown University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
868,What social platform has influenced your online shopping most?,University,Kutztown University,Twitter,1,1.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,2.8978644388705295
869,What social platform has influenced your online shopping most?,University,Kutztown University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
870,What social platform has influenced your online shopping most?,University,University of Mississippi,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
871,What social platform has influenced your online shopping most?,University,University of Mississippi,Instagram,1,1.0,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,-0.41638912033078446,2.8978644388705295
872,What social platform has influenced your online shopping most?,University,University of Mississippi,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
873,What social platform has influenced your online shopping most?,University,University of Mississippi,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
874,What social platform has influenced your online shopping most?,University,University of Mississippi,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
875,What social platform has influenced your online shopping most?,University,University of Mount Union,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
876,What social platform has influenced your online shopping most?,University,University of Mount Union,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
877,What social platform has influenced your online shopping most?,University,University of Mount Union,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
878,What social platform has influenced your online shopping most?,University,University of Mount Union,Twitter,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.43586745633140567,-0.7050439820234969
879,What social platform has influenced your online shopping most?,University,University of Mount Union,nan,1,1.0,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,2.8978644388705295
880,What social platform has influenced your online shopping most?,University,Duke University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
881,What social platform has influenced your online shopping most?,University,Duke University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
882,What social platform has influenced your online shopping most?,University,Duke University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
883,What social platform has influenced your online shopping most?,University,Duke University,Twitter,1,0.5,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,1.0964102284235162
884,What social platform has influenced your online shopping most?,University,Duke University,nan,1,0.5,0.6931471805599453,0.0,0.0,0.0,0.0,1.0,-0.41638912033078446,1.0964102284235162
885,What social platform has influenced your online shopping most?,University,Shippensburg University,Facebook,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
886,What social platform has influenced your online shopping most?,University,Shippensburg University,Instagram,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
887,What social platform has influenced your online shopping most?,University,Shippensburg University,Snapchat,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.43586745633140567,-0.7050439820234969
888,What social platform has influenced your online shopping most?,University,Shippensburg University,Twitter,1,1.0,0.6931471805599453,0.0,0.0,0.0,1.0,0.0,-0.41638912033078446,2.8978644388705295
889,What social platform has influenced your online shopping most?,University,Shippensburg University,nan,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.43586745633140567,-0.7050439820234969
890,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Facebook,54,0.184,4.007333185232471,1.0,0.0,0.0,0.0,0.0,0.6159626877021386,-0.04210883257899609
891,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Instagram,96,0.327,4.574710978503383,0.0,1.0,0.0,0.0,0.0,1.4340527997282284,0.47310707160884974
892,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Snapchat,7,0.024,2.0794415416798357,0.0,0.0,1.0,0.0,0.0,-0.29951910432705736,-0.6185741799220403
893,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",Twitter,17,0.058,2.8903717578961645,0.0,0.0,0.0,1.0,0.0,-0.10473574432084545,-0.49607529361164343
894,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Tall",nan,120,0.408,4.795790545596741,0.0,0.0,0.0,0.0,1.0,1.9015328637431368,0.7649426537012657
895,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Facebook,95,0.153,4.564348191467836,1.0,0.0,0.0,0.0,0.0,1.4145744637276072,-0.1537989936267109
896,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Instagram,174,0.28,5.1647859739235145,0.0,1.0,0.0,0.0,0.0,2.953363007776681,0.30377037582683053
897,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Snapchat,17,0.027,2.8903717578961645,0.0,0.0,1.0,0.0,0.0,-0.10473574432084545,-0.6077654546593583
898,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",Twitter,52,0.084,3.970291913552122,0.0,0.0,0.0,1.0,0.0,0.5770060157008962,-0.4023996746683987
899,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Medium (± 3 inches)",nan,283,0.456,5.648974238161206,0.0,0.0,0.0,0.0,1.0,5.076501631844391,0.9378822579041791
900,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Facebook,40,0.18,3.713572066704308,1.0,0.0,0.0,0.0,0.0,0.3432659836934419,-0.05652046626257221
901,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Instagram,76,0.342,4.343805421853684,0.0,1.0,0.0,0.0,0.0,1.0444860797158046,0.5271506979222602
902,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Snapchat,9,0.041,2.302585092994046,0.0,0.0,1.0,0.0,0.0,-0.26056243232581494,-0.5573247367668418
903,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",Twitter,21,0.095,3.091042453358316,0.0,0.0,0.0,1.0,0.0,-0.026822400318360695,-0.3627676820385644
904,What social platform has influenced your online shopping most?,Custom,"guys, 5'5"" girls) Short",nan,76,0.342,4.343805421853684,0.0,0.0,0.0,0.0,1.0,1.0444860797158046,0.5271506979222602
905,What social platform has influenced your online shopping most?,Custom,or private school? Private,Facebook,61,0.169,4.127134385045092,1.0,0.0,0.0,0.0,0.0,0.7523110397064868,-0.09615245889240644
906,What social platform has influenced your online shopping most?,Custom,or private school? Private,Instagram,105,0.29,4.663439094112067,0.0,1.0,0.0,0.0,0.0,1.609357823733819,0.3397994600357706
907,What social platform has influenced your online shopping most?,Custom,or private school? Private,Snapchat,8,0.022,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,-0.28004076832643615,-0.6257799967638283
908,What social platform has influenced your online shopping most?,Custom,or private school? Private,Twitter,20,0.055,3.044522437723423,0.0,0.0,0.0,1.0,0.0,-0.046300736318981885,-0.5068840188743254
909,What social platform has influenced your online shopping most?,Custom,or private school? Private,nan,168,0.464,5.1298987149230735,0.0,0.0,0.0,0.0,1.0,2.8364929917729538,0.9667055252713314
910,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Facebook,20,0.135,3.044522437723423,1.0,0.0,0.0,0.0,0.0,-0.046300736318981885,-0.21865134520280333
911,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Instagram,37,0.25,3.6375861597263857,0.0,1.0,0.0,0.0,0.0,0.28483097569157834,0.19568312320000966
912,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Snapchat,8,0.054,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,-0.28004076832643615,-0.5104869272952195
913,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",Twitter,22,0.149,3.1354942159291497,0.0,0.0,0.0,1.0,0.0,-0.007344064317739508,-0.16821062731028702
914,What social platform has influenced your online shopping most?,Custom,"games a lot? Yes, console mostly",nan,61,0.412,4.127134385045092,0.0,0.0,0.0,0.0,1.0,0.7523110397064868,0.7793542873848418
915,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Facebook,70,0.23,4.2626798770413155,1.0,0.0,0.0,0.0,0.0,0.9276160637120775,0.12362495478212916
916,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Instagram,83,0.273,4.430816798843313,0.0,1.0,0.0,0.0,0.0,1.180834431720153,0.27855001688057235
917,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Snapchat,8,0.026,2.1972245773362196,0.0,0.0,1.0,0.0,0.0,-0.28004076832643615,-0.6113683630802522
918,What social platform has influenced your online shopping most?,Custom,your parents make? Upper class (> $240K),Twitter,13,0.043,2.6390573296152584,0.0,0.0,0.0,1.0,0.0,-0.1826490883233302,-0.5501189199250538
